,school_name,district_name,county_name,enroll12,numtsttakr12,numerwbenchmark12,pcterwbenchmark12,nummathbenchmark12,pctmathbenchmark12,enroll11,numtsttakr11,numerwbenchmark11,pcterwbenchmark11,nummathbenchmark11,pctmathbenchmark11,totnumbothbenchmark12,pctbothbenchmark12,totnumbothbenchmark11,pctbothbenchmark11,year
1472,West Valley High,Anderson Union High,Shasta,214.0,52.0,40.0,76.92,20.0,38.46,201.0,49.0,42.0,85.71,33.0,67.35,18.0,34.62,32.0,65.31,2018-19
1473,Freedom High,Liberty Union High,Contra Costa,649.0,184.0,126.0,68.48,69.0,37.5,613.0,151.0,125.0,82.78,87.0,57.62,66.0,35.87,83.0,54.97,2018-19
1476,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,65.0,42.0,15.0,35.71,6.0,14.29,54.0,40.0,19.0,47.5,9.0,22.5,5.0,11.9,6.0,15.0,2018-19
1479,Amador High,Amador County Unified,Amador,154.0,26.0,23.0,88.46,18.0,69.23,185.0,35.0,35.0,100.0,30.0,85.71,18.0,69.23,30.0,85.71,2018-19
1483,Nuview Bridge Early College High,Nuview Union,Riverside,157.0,124.0,92.0,74.19,61.0,49.19,149.0,121.0,95.0,78.51,70.0,57.85,56.0,45.16,65.0,53.72,2018-19
1484,Rancho Mirage High,Palm Springs Unified,Riverside,362.0,86.0,60.0,69.77,33.0,38.37,396.0,131.0,105.0,80.15,73.0,55.73,32.0,37.21,69.0,52.67,2018-19
1486,Serrano High,Snowline Joint Unified,San Bernardino,444.0,136.0,111.0,81.62,67.0,49.26,470.0,129.0,110.0,85.27,86.0,66.67,65.0,47.79,84.0,65.12,2018-19
1487,Pleasant Valley High,Chico Unified,Butte,462.0,135.0,116.0,85.93,100.0,74.07,452.0,153.0,136.0,88.89,130.0,84.97,95.0,70.37,124.0,81.05,2018-19
1488,University High,Fresno Unified,Fresno,120.0,76.0,76.0,100.0,67.0,88.16,119.0,108.0,107.0,99.07,97.0,89.81,67.0,88.16,97.0,89.81,2018-19
1489,Golden Valley High,Kern High,Kern,580.0,173.0,84.0,48.55,49.0,28.32,606.0,92.0,77.0,83.7,46.0,50.0,43.0,24.86,43.0,46.74,2018-19
1490,Mira Monte High,Kern High,Kern,563.0,174.0,75.0,43.1,32.0,18.39,622.0,84.0,56.0,66.67,29.0,34.52,29.0,16.67,28.0,33.33,2018-19
1491,Ridgeview High,Kern High,Kern,666.0,245.0,148.0,60.41,92.0,37.55,658.0,99.0,72.0,72.73,62.0,62.63,81.0,33.06,55.0,55.56,2018-19
1492,Highland High,Kern High,Kern,477.0,162.0,99.0,61.11,51.0,31.48,478.0,86.0,67.0,77.91,46.0,53.49,47.0,29.01,45.0,52.33,2018-19
1493,Valor Academy High,Los Angeles Unified,Los Angeles,122.0,45.0,15.0,33.33,9.0,20.0,122.0,19.0,11.0,57.89,7.0,36.84,7.0,15.56,6.0,31.58,2018-19
1495,Adelanto High,Victor Valley Union High,San Bernardino,430.0,102.0,55.0,53.92,15.0,14.71,461.0,355.0,136.0,38.31,34.0,9.58,14.0,13.73,33.0,9.3,2018-19
1496,Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,103.0,60.0,35.0,58.33,15.0,25.0,125.0,121.0,75.0,61.98,37.0,30.58,14.0,23.33,36.0,29.75,2018-19
1497,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,628.0,227.0,180.0,79.3,135.0,59.47,672.0,204.0,177.0,86.76,143.0,70.1,129.0,56.83,136.0,66.67,2018-19
1498,Warren (Earl) High,Downey Unified,Los Angeles,845.0,335.0,258.0,77.01,157.0,46.87,924.0,837.0,489.0,58.42,262.0,31.3,147.0,43.88,249.0,29.75,2018-19
1499,California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,90.0,40.0,36.0,90.0,28.0,70.0,122.0,34.0,31.0,91.18,24.0,70.59,28.0,70.0,24.0,70.59,2018-19
1500,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,Los Angeles,96.0,67.0,22.0,32.84,14.0,20.9,132.0,133.0,57.0,42.86,17.0,12.78,11.0,16.42,14.0,10.53,2018-19
1501,Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,131.0,127.0,44.0,34.65,20.0,15.75,124.0,115.0,34.0,29.57,24.0,20.87,15.0,11.81,21.0,18.26,2018-19
1502,PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,Los Angeles,81.0,37.0,17.0,45.95,11.0,29.73,100.0,68.0,31.0,45.59,21.0,30.88,11.0,29.73,17.0,25.0,2018-19
1503,Corona del Mar High,Newport-Mesa Unified,Orange,458.0,104.0,98.0,94.23,85.0,81.73,414.0,75.0,73.0,97.33,72.0,96.0,83.0,79.81,70.0,93.33,2018-19
1504,Costa Mesa High,Newport-Mesa Unified,Orange,286.0,74.0,52.0,70.27,35.0,47.3,285.0,64.0,56.0,87.5,50.0,78.13,32.0,43.24,47.0,73.44,2018-19
1505,Visions In Education,San Juan Unified,Sacramento,1107.0,58.0,48.0,82.76,22.0,37.93,725.0,43.0,40.0,93.02,31.0,72.09,20.0,34.48,31.0,72.09,2018-19
1506,Las Plumas High,Oroville Union High,Butte,218.0,28.0,21.0,75.0,13.0,46.43,236.0,18.0,17.0,94.44,13.0,72.22,13.0,46.43,13.0,72.22,2018-19
1510,Polytechnic High,Riverside Unified,Riverside,600.0,228.0,148.0,64.91,100.0,43.86,645.0,255.0,200.0,78.43,157.0,61.57,88.0,38.6,148.0,58.04,2018-19
1511,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,54.0,42.0,18.0,42.86,6.0,14.29,75.0,24.0,9.0,37.5,3.0,12.5,6.0,14.29,2.0,8.33,2018-19
1516,Mt. Carmel High,Poway Unified,San Diego,476.0,165.0,148.0,89.7,121.0,73.33,478.0,247.0,237.0,95.95,229.0,92.71,119.0,72.12,223.0,90.28,2018-19
1517,Westview High,Poway Unified,San Diego,596.0,258.0,244.0,94.57,223.0,86.43,601.0,376.0,370.0,98.4,356.0,94.68,220.0,85.27,355.0,94.41,2018-19
1518,Ronald E. McNair High,Lodi Unified,San Joaquin,438.0,161.0,96.0,59.63,65.0,40.37,449.0,58.0,46.0,79.31,37.0,63.79,55.0,34.16,35.0,60.34,2018-19
1519,Sierra Pacific High,Hanford Joint Union High,Kings,175.0,48.0,39.0,81.25,23.0,47.92,237.0,50.0,44.0,88.0,36.0,72.0,22.0,45.83,36.0,72.0,2018-19
1520,Environmental Charter High,Lawndale Elementary,Los Angeles,126.0,95.0,50.0,52.63,29.0,30.53,131.0,125.0,77.0,61.6,47.0,37.6,22.0,23.16,44.0,35.2,2018-19
1521,Eagle Rock High,Los Angeles Unified,Los Angeles,420.0,251.0,198.0,78.88,135.0,53.78,374.0,330.0,235.0,71.21,165.0,50.0,134.0,53.39,160.0,48.48,2018-19
1523,Big Bear High,Bear Valley Unified,San Bernardino,167.0,36.0,31.0,86.11,20.0,55.56,182.0,18.0,17.0,94.44,14.0,77.78,20.0,55.56,14.0,77.78,2018-19
1525,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,455.0,132.0,105.0,79.55,71.0,53.79,494.0,144.0,125.0,86.81,113.0,78.47,67.0,50.76,106.0,73.61,2018-19
1526,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,487.0,161.0,146.0,90.68,142.0,88.2,488.0,306.0,291.0,95.1,279.0,91.18,137.0,85.09,273.0,89.22,2018-19
1527,Middle College High,West Contra Costa Unified,Contra Costa,72.0,73.0,60.0,82.19,42.0,57.53,70.0,17.0,16.0,94.12,15.0,88.24,41.0,56.16,15.0,88.24,2018-19
1528,El Cerrito High,West Contra Costa Unified,Contra Costa,331.0,254.0,155.0,61.02,100.0,39.37,364.0,143.0,130.0,90.91,102.0,71.33,96.0,37.8,101.0,70.63,2018-19
1529,Littlerock High,Antelope Valley Union High,Los Angeles,336.0,63.0,33.0,52.38,17.0,26.98,341.0,296.0,137.0,46.28,44.0,14.86,16.0,25.4,41.0,13.85,2018-19
1531,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,84.0,50.0,22.0,44.0,11.0,22.0,89.0,22.0,17.0,77.27,13.0,59.09,10.0,20.0,13.0,59.09,2018-19
1532,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,168.0,105.0,82.0,78.1,58.0,55.24,152.0,81.0,69.0,85.19,69.0,85.19,55.0,52.38,65.0,80.25,2018-19
1533,Burlingame High,San Mateo Union High,San Mateo,401.0,170.0,160.0,94.12,140.0,82.35,347.0,217.0,211.0,97.24,192.0,88.48,135.0,79.41,191.0,88.02,2018-19
1537,Northview High,Covina-Valley Unified,Los Angeles,325.0,313.0,137.0,43.77,82.0,26.2,300.0,279.0,127.0,45.52,87.0,31.18,74.0,23.64,74.0,26.52,2018-19
1538,Tokay High,Lodi Unified,San Joaquin,490.0,111.0,83.0,74.77,68.0,61.26,487.0,84.0,74.0,88.1,59.0,70.24,62.0,55.86,57.0,67.86,2018-19
1540,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,Los Angeles,131.0,121.0,39.0,32.23,31.0,25.62,136.0,129.0,58.0,44.96,33.0,25.58,26.0,21.49,29.0,22.48,2018-19
1541,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,147.0,80.0,29.0,36.25,10.0,12.5,143.0,102.0,49.0,48.04,19.0,18.63,9.0,11.25,17.0,16.67,2018-19
1543,Cabrillo High,Lompoc Unified,Santa Barbara,280.0,43.0,39.0,90.7,29.0,67.44,246.0,219.0,151.0,68.95,89.0,40.64,29.0,67.44,86.0,39.27,2018-19
1547,Pacific Law Academy,Stockton Unified,San Joaquin,52.0,39.0,31.0,79.49,20.0,51.28,52.0,51.0,33.0,64.71,25.0,49.02,17.0,43.59,23.0,45.1,2018-19
1548,Franklin High,Stockton Unified,San Joaquin,449.0,153.0,81.0,52.94,60.0,39.22,445.0,33.0,28.0,84.85,27.0,81.82,50.0,32.68,26.0,78.79,2018-19
1549,Independence High,East Side Union High,Santa Clara,683.0,244.0,193.0,79.1,139.0,56.97,717.0,635.0,393.0,61.89,284.0,44.72,132.0,54.1,258.0,40.63,2018-19
1551,Golden West High,Visalia Unified,Tulare,383.0,92.0,67.0,72.83,33.0,35.87,441.0,60.0,55.0,91.67,36.0,60.0,30.0,32.61,36.0,60.0,2018-19
1552,San Lorenzo High,San Lorenzo Unified,Alameda,346.0,91.0,56.0,61.54,36.0,39.56,316.0,67.0,51.0,76.12,40.0,59.7,29.0,31.87,37.0,55.22,2018-19
1553,Gustine High,Gustine Unified,Merced,140.0,18.0,9.0,50.0,3.0,16.67,148.0,70.0,48.0,68.57,23.0,32.86,3.0,16.67,23.0,32.86,2018-19
1554,Jurupa Valley High,Jurupa Unified,Riverside,383.0,68.0,37.0,54.41,25.0,36.76,431.0,236.0,127.0,53.81,70.0,29.66,23.0,33.82,61.0,25.85,2018-19
1555,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,423.0,173.0,137.0,79.19,94.0,54.34,487.0,172.0,159.0,92.44,142.0,82.56,87.0,50.29,140.0,81.4,2018-19
1556,Tulare Western High,Tulare Joint Union High,Tulare,417.0,133.0,86.0,64.66,45.0,33.83,510.0,126.0,84.0,66.67,60.0,47.62,43.0,32.33,51.0,40.48,2018-19
1562,Casa Grande High,Petaluma Joint Union High,Sonoma,425.0,147.0,123.0,83.67,92.0,62.59,374.0,102.0,94.0,92.16,94.0,92.16,91.0,61.9,90.0,88.24,2018-19
1563,Fillmore Senior High,Fillmore Unified,Ventura,250.0,116.0,84.0,72.41,61.0,52.59,251.0,224.0,87.0,38.84,52.0,23.21,57.0,49.14,46.0,20.54,2018-19
1564,Selma High,Selma Unified,Fresno,425.0,142.0,84.0,59.15,55.0,38.73,430.0,124.0,88.0,70.97,51.0,41.13,49.0,34.51,49.0,39.52,2018-19
1565,Lemoore High,Lemoore Union High,Kings,410.0,92.0,66.0,71.74,33.0,35.87,406.0,60.0,50.0,83.33,41.0,68.33,29.0,31.52,37.0,61.67,2018-19
1566,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,44.0,46.0,17.0,36.96,5.0,10.87,64.0,39.0,17.0,43.59,4.0,10.26,5.0,10.87,3.0,7.69,2018-19
1567,Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,59.0,54.0,91.53,32.0,54.24,83.0,47.0,44.0,93.62,35.0,74.47,31.0,52.54,35.0,74.47,2018-19
1568,Bloomington High,Colton Joint Unified,San Bernardino,481.0,145.0,87.0,60.0,48.0,33.1,571.0,162.0,105.0,64.81,62.0,38.27,45.0,31.03,54.0,33.33,2018-19
1570,Chino Hills High,Chino Valley Unified,San Bernardino,704.0,514.0,393.0,76.46,297.0,57.78,693.0,607.0,470.0,77.43,370.0,60.96,283.0,55.06,355.0,58.48,2018-19
1571,Tennyson High,Hayward Unified,Alameda,338.0,89.0,45.0,50.56,22.0,24.72,393.0,52.0,37.0,71.15,22.0,42.31,17.0,19.1,21.0,40.38,2018-19
1572,New Designs Charter,Los Angeles Unified,Los Angeles,86.0,67.0,35.0,52.24,15.0,22.39,107.0,41.0,17.0,41.46,11.0,26.83,12.0,17.91,8.0,19.51,2018-19
1574,El Camino High,Ventura Unified,Ventura,83.0,27.0,22.0,81.48,17.0,62.96,65.0,24.0,23.0,95.83,15.0,62.5,17.0,62.96,14.0,58.33,2018-19
1575,Peter Johansen High,Modesto City High,Stanislaus,405.0,79.0,45.0,56.96,18.0,22.78,421.0,74.0,61.0,82.43,41.0,55.41,17.0,21.52,40.0,54.05,2018-19
1579,Patterson High,Patterson Joint Unified,Stanislaus,361.0,216.0,116.0,53.7,57.0,26.39,432.0,191.0,121.0,63.35,62.0,32.46,53.0,24.54,61.0,31.94,2018-19
1580,Sutter High,Sutter Union High,Sutter,171.0,49.0,44.0,89.8,32.0,65.31,175.0,43.0,39.0,90.7,30.0,69.77,32.0,65.31,30.0,69.77,2018-19
1581,River Valley High,Yuba City Unified,Sutter,435.0,125.0,101.0,80.8,75.0,60.0,487.0,114.0,88.0,77.19,79.0,69.3,75.0,60.0,74.0,64.91,2018-19
1582,Oakland Charter High,Oakland Unified,Alameda,110.0,67.0,55.0,82.09,42.0,62.69,118.0,62.0,51.0,82.26,49.0,79.03,40.0,59.7,46.0,74.19,2018-19
1583,Palomares Academy of Health Science,Pomona Unified,Los Angeles,53.0,37.0,13.0,35.14,4.0,10.81,35.0,22.0,9.0,40.91,8.0,36.36,4.0,10.81,6.0,27.27,2018-19
1586,Waterford High,Waterford Unified,Stanislaus,163.0,45.0,25.0,55.56,10.0,22.22,144.0,36.0,27.0,75.0,26.0,72.22,8.0,17.78,24.0,66.67,2018-19
1587,River City High,Washington Unified,Yolo,476.0,181.0,109.0,60.22,71.0,39.23,521.0,129.0,103.0,79.84,76.0,58.91,66.0,36.46,72.0,55.81,2018-19
1588,Oakland International High,Oakland Unified,Alameda,105.0,24.0,2.0,8.33,7.0,29.17,106.0,19.0,4.0,21.05,8.0,42.11,1.0,4.17,2.0,10.53,2018-19
1590,Calexico High,Calexico Unified,Imperial,761.0,194.0,137.0,70.62,104.0,53.61,749.0,168.0,118.0,70.24,107.0,63.69,91.0,46.91,95.0,56.55,2018-19
1591,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,148.0,116.0,33.0,28.45,31.0,26.72,150.0,110.0,49.0,44.55,31.0,28.18,22.0,18.97,26.0,23.64,2018-19
1592,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,130.0,126.0,54.0,42.86,23.0,18.25,155.0,140.0,67.0,47.86,39.0,27.86,22.0,17.46,37.0,26.43,2018-19
1593,Arleta High,Los Angeles Unified,Los Angeles,311.0,147.0,46.0,31.29,27.0,18.37,359.0,298.0,114.0,38.26,64.0,21.48,21.0,14.29,57.0,19.13,2018-19
1594,West Adams Preparatory High,Los Angeles Unified,Los Angeles,252.0,173.0,64.0,36.99,26.0,15.03,362.0,311.0,82.0,26.37,35.0,11.25,21.0,12.14,29.0,9.32,2018-19
1596,James Logan High,New Haven Unified,Alameda,885.0,336.0,269.0,80.06,211.0,62.8,889.0,358.0,307.0,85.75,274.0,76.54,201.0,59.82,260.0,72.63,2018-19
1597,MetWest High,Oakland Unified,Alameda,37.0,18.0,5.0,27.78,3.0,16.67,39.0,41.0,13.0,31.71,6.0,14.63,3.0,16.67,5.0,12.2,2018-19
1598,Imperial High,Imperial Unified,Imperial,279.0,78.0,66.0,84.62,34.0,43.59,310.0,60.0,52.0,86.67,41.0,68.33,34.0,43.59,41.0,68.33,2018-19
1599,San Dimas High,Bonita Unified,Los Angeles,324.0,134.0,108.0,80.6,68.0,50.75,313.0,224.0,177.0,79.02,115.0,51.34,64.0,47.76,110.0,49.11,2018-19
1601,Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles Unified,Los Angeles,105.0,85.0,20.0,23.53,6.0,7.06,135.0,66.0,28.0,42.42,14.0,21.21,5.0,5.88,11.0,16.67,2018-19
1602,Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles Unified,Los Angeles,128.0,111.0,62.0,55.86,37.0,33.33,107.0,96.0,68.0,70.83,38.0,39.58,31.0,27.93,36.0,37.5,2018-19
1603,Centennial High,Corona-Norco Unified,Riverside,786.0,339.0,266.0,78.47,192.0,56.64,776.0,296.0,249.0,84.12,204.0,68.92,182.0,53.69,195.0,65.88,2018-19
1604,Folsom High,Folsom-Cordova Unified,Sacramento,552.0,209.0,194.0,92.82,167.0,79.9,611.0,231.0,226.0,97.84,216.0,93.51,164.0,78.47,214.0,92.64,2018-19
1606,South Gate Senior High,Los Angeles Unified,Los Angeles,528.0,250.0,135.0,54.0,65.0,26.0,586.0,539.0,214.0,39.7,75.0,13.91,60.0,24.0,68.0,12.62,2018-19
1607,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,317.0,174.0,89.0,51.15,22.0,12.64,301.0,290.0,105.0,36.21,56.0,19.31,21.0,12.07,47.0,16.21,2018-19
1608,Lynwood High,Lynwood Unified,Los Angeles,473.0,179.0,97.0,54.19,38.0,21.23,527.0,423.0,173.0,40.9,61.0,14.42,35.0,19.55,58.0,13.71,2018-19
1614,Magnolia Science Academy,Los Angeles County Office of Education,Los Angeles,69.0,36.0,27.0,75.0,13.0,36.11,65.0,62.0,30.0,48.39,15.0,24.19,12.0,33.33,13.0,20.97,2018-19
1615,Gahr (Richard) High,ABC Unified,Los Angeles,418.0,207.0,154.0,74.4,111.0,53.62,492.0,186.0,149.0,80.11,119.0,63.98,105.0,50.72,111.0,59.68,2018-19
1618,Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,141.0,138.0,71.0,51.45,29.0,21.01,150.0,147.0,88.0,59.86,43.0,29.25,29.0,21.01,41.0,27.89,2018-19
1621,"Asawa (Ruth) SF Sch of the Arts, A Public School",San Francisco Unified,San Francisco,175.0,86.0,81.0,94.19,64.0,74.42,200.0,127.0,122.0,96.06,104.0,81.89,64.0,74.42,102.0,80.31,2018-19
1622,Alameda High,Alameda Unified,Alameda,463.0,190.0,160.0,84.21,145.0,76.32,423.0,247.0,233.0,94.33,221.0,89.47,132.0,69.47,217.0,87.85,2018-19
1623,Bakersfield High,Kern High,Kern,693.0,162.0,100.0,61.73,82.0,50.62,717.0,107.0,84.0,78.5,77.0,71.96,72.0,44.44,68.0,63.55,2018-19
1624,Academies of Education and Empowerment at Carson High,Los Angeles Unified,Los Angeles,126.0,48.0,23.0,47.92,12.0,25.0,145.0,136.0,65.0,47.79,15.0,11.03,11.0,22.92,15.0,11.03,2018-19
1625,Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,90.0,92.0,20.0,21.74,9.0,9.78,100.0,104.0,25.0,24.04,9.0,8.65,8.0,8.7,8.0,7.69,2018-19
1626,California High,Whittier Union High,Los Angeles,670.0,280.0,186.0,66.43,116.0,41.43,699.0,158.0,120.0,75.95,89.0,56.33,104.0,37.14,83.0,52.53,2018-19
1628,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,448.0,214.0,190.0,88.79,172.0,80.37,437.0,224.0,214.0,95.54,205.0,91.52,167.0,78.04,201.0,89.73,2018-19
1629,Esperanza High,Placentia-Yorba Linda Unified,Orange,355.0,124.0,105.0,84.68,98.0,79.03,427.0,124.0,120.0,96.77,115.0,92.74,96.0,77.42,113.0,91.13,2018-19
1631,Bishop Union High,Bishop Unified,Inyo,133.0,53.0,41.0,77.36,29.0,54.72,121.0,51.0,39.0,76.47,32.0,62.75,27.0,50.94,30.0,58.82,2018-19
1632,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,74.0,31.0,16.0,51.61,4.0,12.9,75.0,21.0,14.0,66.67,10.0,47.62,4.0,12.9,9.0,42.86,2018-19
1635,West Campus,Sacramento City Unified,Sacramento,194.0,77.0,69.0,89.61,54.0,70.13,228.0,228.0,205.0,89.91,148.0,64.91,51.0,66.23,145.0,63.6,2018-19
1636,Luther Burbank High,Sacramento City Unified,Sacramento,449.0,123.0,54.0,43.9,30.0,24.39,379.0,324.0,115.0,35.49,46.0,14.2,27.0,21.95,39.0,12.04,2018-19
1638,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,94.0,74.0,63.0,85.14,44.0,59.46,120.0,67.0,55.0,82.09,50.0,74.63,44.0,59.46,47.0,70.15,2018-19
1640,El Dorado High,El Dorado Union High,El Dorado,235.0,61.0,51.0,83.61,37.0,60.66,262.0,67.0,62.0,92.54,55.0,82.09,36.0,59.02,54.0,80.6,2018-19
1641,Fairvalley High (Continuation),Covina-Valley Unified,Los Angeles,64.0,44.0,7.0,15.91,0.0,0.0,39.0,46.0,8.0,17.39,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1642,Covina High,Covina-Valley Unified,Los Angeles,270.0,260.0,123.0,47.31,62.0,23.85,285.0,266.0,141.0,53.01,70.0,26.32,59.0,22.69,66.0,24.81,2018-19
1643,Hilmar High,Hilmar Unified,Merced,154.0,46.0,29.0,63.04,16.0,34.78,178.0,66.0,51.0,77.27,32.0,48.48,16.0,34.78,32.0,48.48,2018-19
1644,Marina High,Huntington Beach Union High,Orange,622.0,196.0,180.0,91.84,152.0,77.55,577.0,207.0,197.0,95.17,182.0,87.92,148.0,75.51,176.0,85.02,2018-19
1645,Westminster High,Huntington Beach Union High,Orange,628.0,231.0,172.0,74.46,154.0,66.67,750.0,335.0,262.0,78.21,243.0,72.54,136.0,58.87,222.0,66.27,2018-19
1647,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,96.0,54.0,42.0,77.78,29.0,53.7,91.0,78.0,55.0,70.51,34.0,43.59,27.0,50.0,33.0,42.31,2018-19
1651,Excelsior Charter,San Bernardino County Office of Education,San Bernardino,279.0,77.0,56.0,72.73,24.0,31.17,370.0,81.0,70.0,86.42,41.0,50.62,22.0,28.57,41.0,50.62,2018-19
1654,Da Vinci Communications,Wiseburn Unified,Los Angeles,94.0,37.0,17.0,45.95,5.0,13.51,72.0,68.0,47.0,69.12,15.0,22.06,5.0,13.51,14.0,20.59,2018-19
1655,Chaffey High,Chaffey Joint Union High,San Bernardino,782.0,328.0,168.0,51.22,67.0,20.43,770.0,239.0,142.0,59.41,86.0,35.98,61.0,18.6,79.0,33.05,2018-19
1656,Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,86.0,38.0,25.0,65.79,11.0,28.95,125.0,120.0,50.0,41.67,28.0,23.33,10.0,26.32,23.0,19.17,2018-19
1659,Culver City High,Culver City Unified,Los Angeles,526.0,222.0,186.0,83.78,120.0,54.05,508.0,244.0,224.0,91.8,176.0,72.13,118.0,53.15,173.0,70.9,2018-19
1661,Tahquitz High,Hemet Unified,Riverside,386.0,282.0,127.0,45.04,58.0,20.57,383.0,51.0,28.0,54.9,14.0,27.45,53.0,18.79,13.0,25.49,2018-19
1662,Serra High,San Diego Unified,San Diego,369.0,151.0,120.0,79.47,90.0,59.6,340.0,164.0,144.0,87.8,112.0,68.29,86.0,56.95,108.0,65.85,2018-19
1664,East Union High,Manteca Unified,San Joaquin,392.0,113.0,82.0,72.57,48.0,42.48,429.0,111.0,81.0,72.97,63.0,56.76,45.0,39.82,60.0,54.05,2018-19
1666,Dublin High,Dublin Unified,Alameda,622.0,271.0,255.0,94.1,214.0,78.97,721.0,434.0,418.0,96.31,408.0,94.01,212.0,78.23,400.0,92.17,2018-19
1669,California Connections Academy @ Ripon,Ripon Unified,San Joaquin,206.0,22.0,21.0,95.45,11.0,50.0,183.0,17.0,16.0,94.12,13.0,76.47,11.0,50.0,13.0,76.47,2018-19
1671,Berkeley High,Berkeley Unified,Alameda,715.0,292.0,265.0,90.75,221.0,75.68,779.0,363.0,331.0,91.18,295.0,81.27,218.0,74.66,292.0,80.44,2018-19
1672,Hanford West High,Hanford Joint Union High,Kings,301.0,66.0,45.0,68.18,25.0,37.88,291.0,55.0,42.0,76.36,25.0,45.45,24.0,36.36,25.0,45.45,2018-19
1673,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1120.0,531.0,475.0,89.45,390.0,73.45,1218.0,522.0,493.0,94.44,447.0,85.63,377.0,71.0,439.0,84.1,2018-19
1674,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,585.0,323.0,217.0,67.18,119.0,36.84,601.0,541.0,349.0,64.51,172.0,31.79,116.0,35.91,171.0,31.61,2018-19
1675,Los Angeles Senior High,Los Angeles Unified,Los Angeles,242.0,229.0,82.0,35.81,47.0,20.52,287.0,232.0,79.0,34.05,25.0,10.78,42.0,18.34,23.0,9.91,2018-19
1676,PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,89.0,62.0,27.0,43.55,16.0,25.81,106.0,90.0,57.0,63.33,42.0,46.67,15.0,24.19,38.0,42.22,2018-19
1678,American Canyon High,Napa Valley Unified,Napa,412.0,148.0,125.0,84.46,78.0,52.7,385.0,175.0,142.0,81.14,84.0,48.0,77.0,52.03,82.0,46.86,2018-19
1679,Vintage High,Napa Valley Unified,Napa,396.0,155.0,108.0,69.68,74.0,47.74,431.0,221.0,160.0,72.4,110.0,49.77,70.0,45.16,104.0,47.06,2018-19
1680,Saint Helena High,Saint Helena Unified,Napa,121.0,47.0,41.0,87.23,28.0,59.57,117.0,49.0,43.0,87.76,34.0,69.39,28.0,59.57,33.0,67.35,2018-19
1682,Tustin High,Tustin Unified,Orange,577.0,283.0,199.0,70.32,128.0,45.23,508.0,248.0,166.0,66.94,122.0,49.19,121.0,42.76,113.0,45.56,2018-19
1683,Sweetwater High,Sweetwater Union High,San Diego,732.0,177.0,125.0,70.62,86.0,48.59,726.0,169.0,130.0,76.92,98.0,57.99,83.0,46.89,93.0,55.03,2018-19
1684,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,57.0,30.0,8.0,26.67,3.0,10.0,63.0,60.0,24.0,40.0,3.0,5.0,2.0,6.67,2.0,3.33,2018-19
1686,Hector G. Godinez,Santa Ana Unified,Orange,627.0,582.0,258.0,44.33,219.0,37.63,569.0,368.0,233.0,63.32,179.0,48.64,179.0,30.76,162.0,44.02,2018-19
1687,Century High,Santa Ana Unified,Orange,417.0,368.0,95.0,25.82,53.0,14.4,358.0,109.0,57.0,52.29,34.0,31.19,42.0,11.41,30.0,27.52,2018-19
1688,Futures High,Twin Rivers Unified,Sacramento,71.0,15.0,13.0,86.67,4.0,26.67,69.0,15.0,15.0,100.0,11.0,73.33,4.0,26.67,11.0,73.33,2018-19
1690,Christopher High,Gilroy Unified,Santa Clara,397.0,154.0,115.0,74.68,80.0,51.95,383.0,110.0,93.0,84.55,79.0,71.82,75.0,48.7,74.0,67.27,2018-19
