,school_name,district_name,county_name,enroll12,numtsttakr12,numerwbenchmark12,pcterwbenchmark12,nummathbenchmark12,pctmathbenchmark12,enroll11,numtsttakr11,numerwbenchmark11,pcterwbenchmark11,nummathbenchmark11,pctmathbenchmark11,totnumbothbenchmark12,pctbothbenchmark12,totnumbothbenchmark11,pctbothbenchmark11,year
1691,Woodlake High,Woodlake Unified,Tulare,151.0,22.0,15.0,68.18,6.0,27.27,143.0,56.0,39.0,69.64,23.0,41.07,6.0,27.27,21.0,37.5,2018-19
1693,Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,50.0,32.0,20.0,62.5,12.0,37.5,52.0,36.0,13.0,36.11,10.0,27.78,11.0,34.38,9.0,25.0,2018-19
1694,Valley High,Elk Grove Unified,Sacramento,369.0,184.0,92.0,50.0,50.0,27.17,359.0,296.0,120.0,40.54,72.0,24.32,43.0,23.37,63.0,21.28,2018-19
1696,Valhalla High,Grossmont Union High,San Diego,565.0,148.0,128.0,86.49,90.0,60.81,433.0,167.0,154.0,92.22,149.0,89.22,88.0,59.46,145.0,86.83,2018-19
1698,Grossmont High,Grossmont Union High,San Diego,539.0,141.0,111.0,78.72,84.0,59.57,518.0,178.0,159.0,89.33,130.0,73.03,83.0,58.87,127.0,71.35,2018-19
1701,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,121.0,38.0,35.0,92.11,23.0,60.53,134.0,60.0,57.0,95.0,52.0,86.67,22.0,57.89,52.0,86.67,2018-19
1703,Piedmont Hills High,East Side Union High,Santa Clara,480.0,238.0,206.0,86.55,187.0,78.57,490.0,447.0,355.0,79.42,313.0,70.02,178.0,74.79,302.0,67.56,2018-19
1705,Elsie Allen High,Santa Rosa High,Sonoma,225.0,40.0,20.0,50.0,5.0,12.5,267.0,28.0,18.0,64.29,11.0,39.29,5.0,12.5,10.0,35.71,2018-19
1708,Milpitas High,Milpitas Unified,Santa Clara,762.0,335.0,297.0,88.66,259.0,77.31,789.0,378.0,355.0,93.92,342.0,90.48,249.0,74.33,328.0,86.77,2018-19
1714,Liberty Ranch High,Galt Joint Union High,Sacramento,315.0,140.0,108.0,77.14,76.0,54.29,276.0,60.0,51.0,85.0,40.0,66.67,73.0,52.14,38.0,63.33,2018-19
1715,Galt High,Galt Joint Union High,Sacramento,215.0,74.0,45.0,60.81,30.0,40.54,234.0,26.0,21.0,80.77,15.0,57.69,26.0,35.14,14.0,53.85,2018-19
1716,Citrus Valley High,Redlands Unified,San Bernardino,490.0,306.0,211.0,68.95,158.0,51.63,505.0,413.0,288.0,69.73,199.0,48.18,143.0,46.73,185.0,44.79,2018-19
1717,Rialto High,Rialto Unified,San Bernardino,611.0,170.0,118.0,69.41,74.0,43.53,739.0,650.0,300.0,46.15,146.0,22.46,72.0,42.35,138.0,21.23,2018-19
1720,Live Oak High,Live Oak Unified,Sutter,129.0,36.0,24.0,66.67,12.0,33.33,129.0,52.0,37.0,71.15,23.0,44.23,11.0,30.56,22.0,42.31,2018-19
1721,Marysville High,Marysville Joint Unified,Yuba,173.0,50.0,40.0,80.0,27.0,54.0,239.0,34.0,30.0,88.24,24.0,70.59,26.0,52.0,23.0,67.65,2018-19
1722,Castro Valley High,Castro Valley Unified,Alameda,644.0,311.0,279.0,89.71,243.0,78.14,696.0,350.0,327.0,93.43,302.0,86.29,234.0,75.24,293.0,83.71,2018-19
1726,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,230.0,93.0,22.0,23.66,5.0,5.38,223.0,127.0,34.0,26.77,7.0,5.51,4.0,4.3,7.0,5.51,2018-19
1728,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,581.0,318.0,151.0,47.48,111.0,34.91,627.0,602.0,271.0,45.02,153.0,25.42,91.0,28.62,137.0,22.76,2018-19
1730,Brawley Union High,Brawley Union High,Imperial,373.0,131.0,86.0,65.65,38.0,29.01,384.0,163.0,116.0,71.17,65.0,39.88,37.0,28.24,64.0,39.26,2018-19
1731,East Valley Senior High,Los Angeles Unified,Los Angeles,141.0,82.0,20.0,24.39,8.0,9.76,132.0,103.0,25.0,24.27,7.0,6.8,7.0,8.54,5.0,4.85,2018-19
1732,San Rafael High,San Rafael City High,Marin,296.0,119.0,93.0,78.15,76.0,63.87,339.0,122.0,109.0,89.34,92.0,75.41,71.0,59.66,88.0,72.13,2018-19
1733,Sir Francis Drake High,Tamalpais Union High,Marin,308.0,102.0,100.0,98.04,80.0,78.43,309.0,156.0,152.0,97.44,135.0,86.54,80.0,78.43,133.0,85.26,2018-19
1736,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,164.0,143.0,139.0,97.2,138.0,96.5,165.0,156.0,153.0,98.08,151.0,96.79,136.0,95.1,149.0,95.51,2018-19
1737,Cabrillo High,Long Beach Unified,Los Angeles,531.0,448.0,153.0,34.15,61.0,13.62,544.0,473.0,152.0,32.14,51.0,10.78,52.0,11.61,43.0,9.09,2018-19
1738,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,182.0,106.0,63.0,59.43,32.0,30.19,236.0,180.0,97.0,53.89,42.0,23.33,29.0,27.36,39.0,21.67,2018-19
1741,Vista Murrieta High,Murrieta Valley Unified,Riverside,884.0,382.0,308.0,80.63,210.0,54.97,858.0,368.0,326.0,88.59,259.0,70.38,197.0,51.57,254.0,69.02,2018-19
1742,Colton High,Colton Joint Unified,San Bernardino,445.0,86.0,48.0,55.81,28.0,32.56,474.0,195.0,107.0,54.87,56.0,28.72,24.0,27.91,49.0,25.13,2018-19
1744,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,149.0,100.0,46.0,46.0,29.0,29.0,149.0,134.0,80.0,59.7,39.0,29.1,23.0,23.0,34.0,25.37,2018-19
1747,Whitney (Gretchen) High,ABC Unified,Los Angeles,165.0,80.0,80.0,100.0,79.0,98.75,165.0,123.0,122.0,99.19,122.0,99.19,79.0,98.75,122.0,99.19,2018-19
1749,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,118.0,97.0,86.0,88.66,63.0,64.95,105.0,103.0,98.0,95.15,89.0,86.41,62.0,63.92,87.0,84.47,2018-19
1750,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,86.0,70.0,23.0,32.86,4.0,5.71,67.0,48.0,19.0,39.58,6.0,12.5,3.0,4.29,6.0,12.5,2018-19
1752,Western High,Anaheim Union High,Orange,498.0,97.0,56.0,57.73,34.0,35.05,503.0,104.0,86.0,82.69,66.0,63.46,30.0,30.93,62.0,59.62,2018-19
1753,Chico High,Chico Unified,Butte,475.0,135.0,116.0,85.93,94.0,69.63,447.0,125.0,119.0,95.2,110.0,88.0,89.0,65.93,107.0,85.6,2018-19
1755,Valencia High,Placentia-Yorba Linda Unified,Orange,663.0,217.0,169.0,77.88,157.0,72.35,655.0,265.0,226.0,85.28,218.0,82.26,143.0,65.9,210.0,79.25,2018-19
1757,Moreno Valley High,Moreno Valley Unified,Riverside,540.0,472.0,158.0,33.47,60.0,12.71,566.0,279.0,153.0,54.84,61.0,21.86,55.0,11.65,57.0,20.43,2018-19
1758,Inderkum High,Natomas Unified,Sacramento,471.0,221.0,159.0,71.95,86.0,38.91,583.0,529.0,308.0,58.22,195.0,36.86,81.0,36.65,188.0,35.54,2018-19
1759,Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,121.0,25.0,9.0,36.0,1.0,4.0,167.0,19.0,11.0,57.89,4.0,21.05,1.0,4.0,4.0,21.05,2018-19
1760,Valley International Preparatory High,Los Angeles Unified,Los Angeles,71.0,38.0,33.0,86.84,18.0,47.37,57.0,29.0,27.0,93.1,21.0,72.41,18.0,47.37,21.0,72.41,2018-19
1762,Pacific Grove High,Pacific Grove Unified,Monterey,138.0,62.0,53.0,85.48,52.0,83.87,149.0,78.0,77.0,98.72,73.0,93.59,48.0,77.42,73.0,93.59,2018-19
1763,Salinas High,Salinas Union High,Monterey,646.0,212.0,151.0,71.23,88.0,41.51,625.0,197.0,160.0,81.22,124.0,62.94,83.0,39.15,119.0,60.41,2018-19
1765,Upland High,Upland Unified,San Bernardino,764.0,296.0,229.0,77.36,146.0,49.32,822.0,301.0,261.0,86.71,213.0,70.76,142.0,47.97,206.0,68.44,2018-19
1766,Tracy High,Tracy Joint Unified,San Joaquin,455.0,147.0,124.0,84.35,85.0,57.82,552.0,137.0,126.0,91.97,101.0,73.72,79.0,53.74,99.0,72.26,2018-19
1767,El Modena High,Orange Unified,Orange,526.0,492.0,255.0,51.83,164.0,33.33,502.0,83.0,75.0,90.36,64.0,77.11,150.0,30.49,64.0,77.11,2018-19
1768,Santa Rosa Academy,Menifee Union Elementary,Riverside,113.0,52.0,47.0,90.38,28.0,53.85,120.0,28.0,25.0,89.29,20.0,71.43,28.0,53.85,20.0,71.43,2018-19
1771,Sonia Sotomayor Arts and Sciences Academies,Los Angeles Unified,Los Angeles,108.0,84.0,28.0,33.33,11.0,13.1,115.0,102.0,36.0,35.29,8.0,7.84,9.0,10.71,8.0,7.84,2018-19
1772,North High,Torrance Unified,Los Angeles,448.0,169.0,139.0,82.25,108.0,63.91,432.0,132.0,124.0,93.94,104.0,78.79,106.0,62.72,101.0,76.52,2018-19
1773,West High,Torrance Unified,Los Angeles,495.0,182.0,164.0,90.11,145.0,79.67,507.0,250.0,241.0,96.4,236.0,94.4,142.0,78.02,233.0,93.2,2018-19
1776,Mira Mesa High,San Diego Unified,San Diego,620.0,254.0,204.0,80.31,169.0,66.54,556.0,242.0,224.0,92.56,198.0,81.82,158.0,62.2,191.0,78.93,2018-19
1777,Lathrop High,Manteca Unified,San Joaquin,321.0,124.0,87.0,70.16,37.0,29.84,297.0,64.0,47.0,73.44,32.0,50.0,34.0,27.42,29.0,45.31,2018-19
1779,Health Sciences High,San Diego Unified,San Diego,141.0,58.0,32.0,55.17,12.0,20.69,138.0,57.0,35.0,61.4,27.0,47.37,10.0,17.24,27.0,47.37,2018-19
1781,University Preparatory Value High,Los Angeles Unified,Los Angeles,113.0,97.0,34.0,35.05,15.0,15.46,114.0,102.0,27.0,26.47,16.0,15.69,14.0,14.43,15.0,14.71,2018-19
1783,Fremont High,Fremont Union High,Santa Clara,508.0,156.0,127.0,81.41,111.0,71.15,500.0,228.0,201.0,88.16,173.0,75.88,106.0,67.95,168.0,73.68,2018-19
1784,Homestead High,Fremont Union High,Santa Clara,605.0,179.0,167.0,93.3,162.0,90.5,602.0,334.0,329.0,98.5,326.0,97.6,158.0,88.27,322.0,96.41,2018-19
1786,College Park High,Mt. Diablo Unified,Contra Costa,443.0,162.0,151.0,93.21,129.0,79.63,486.0,197.0,188.0,95.43,165.0,83.76,127.0,78.4,165.0,83.76,2018-19
1787,Caruthers High,Caruthers Unified,Fresno,145.0,57.0,29.0,50.88,12.0,21.05,159.0,67.0,30.0,44.78,19.0,28.36,12.0,21.05,14.0,20.9,2018-19
1788,Applied Technology Center,Montebello Unified,Los Angeles,123.0,77.0,47.0,61.04,15.0,19.48,137.0,62.0,45.0,72.58,27.0,43.55,15.0,19.48,27.0,43.55,2018-19
1789,Schurr High,Montebello Unified,Los Angeles,619.0,214.0,144.0,67.29,91.0,42.52,719.0,235.0,168.0,71.49,116.0,49.36,84.0,39.25,112.0,47.66,2018-19
1792,Ontario High,Chaffey Joint Union High,San Bernardino,588.0,205.0,116.0,56.59,64.0,31.22,595.0,167.0,113.0,67.66,83.0,49.7,59.0,28.78,75.0,44.91,2018-19
1793,Oceanside High,Oceanside Unified,San Diego,530.0,132.0,90.0,68.18,61.0,46.21,538.0,101.0,86.0,85.15,66.0,65.35,55.0,41.67,60.0,59.41,2018-19
1796,Orland High,Orland Joint Unified,Glenn,166.0,32.0,28.0,87.5,14.0,43.75,196.0,34.0,26.0,76.47,18.0,52.94,14.0,43.75,17.0,50.0,2018-19
1799,Antelope High,Roseville Joint Union High,Placer,442.0,193.0,151.0,78.24,103.0,53.37,432.0,128.0,113.0,88.28,86.0,67.19,96.0,49.74,82.0,64.06,2018-19
1800,Laguna Creek High,Elk Grove Unified,Sacramento,451.0,175.0,139.0,79.43,110.0,62.86,459.0,192.0,176.0,91.67,155.0,80.73,101.0,57.71,150.0,78.13,2018-19
1802,West Hills High,Grossmont Union High,San Diego,421.0,132.0,112.0,84.85,93.0,70.45,421.0,137.0,129.0,94.16,111.0,81.02,90.0,68.18,107.0,78.1,2018-19
1803,Aptos High,Pajaro Valley Unified,Santa Cruz,335.0,121.0,109.0,90.08,84.0,69.42,342.0,146.0,132.0,90.41,115.0,78.77,82.0,67.77,113.0,77.4,2018-19
1810,Southwest Senior High,Sweetwater Union High,San Diego,482.0,160.0,73.0,45.63,40.0,25.0,480.0,141.0,88.0,62.41,45.0,31.91,33.0,20.63,42.0,29.79,2018-19
1811,Castle Park Senior High,Sweetwater Union High,San Diego,447.0,112.0,75.0,66.96,40.0,35.71,405.0,59.0,39.0,66.1,25.0,42.37,37.0,33.04,23.0,38.98,2018-19
1814,Exeter Union High,Exeter Unified,Tulare,187.0,50.0,34.0,68.0,17.0,34.0,215.0,53.0,44.0,83.02,29.0,54.72,15.0,30.0,28.0,52.83,2018-19
1815,Calero High,East Side Union High,Santa Clara,257.0,24.0,6.0,25.0,1.0,4.17,62.0,58.0,12.0,20.69,4.0,6.9,1.0,4.17,4.0,6.9,2018-19
1816,Latino College Preparatory Academy,East Side Union High,Santa Clara,93.0,54.0,19.0,35.19,12.0,22.22,104.0,33.0,22.0,66.67,11.0,33.33,10.0,18.52,11.0,33.33,2018-19
1818,Foothill High,Tustin Unified,Orange,542.0,219.0,192.0,87.67,151.0,68.95,613.0,308.0,278.0,90.26,242.0,78.57,147.0,67.12,237.0,76.95,2018-19
1819,Adolfo Camarillo High,Oxnard Union High,Ventura,507.0,352.0,242.0,68.75,201.0,57.1,574.0,450.0,339.0,75.33,274.0,60.89,184.0,52.27,260.0,57.78,2018-19
1822,San Pasqual High,Escondido Union High,San Diego,518.0,192.0,150.0,78.13,99.0,51.56,514.0,144.0,115.0,79.86,93.0,64.58,95.0,49.48,90.0,62.5,2018-19
1823,Bonsall High,Bonsall Unified,San Diego,66.0,36.0,26.0,72.22,13.0,36.11,76.0,27.0,25.0,92.59,19.0,70.37,13.0,36.11,19.0,70.37,2018-19
1826,Palmdale High,Antelope Valley Union High,Los Angeles,621.0,108.0,50.0,46.3,17.0,15.74,599.0,428.0,186.0,43.46,48.0,11.21,17.0,15.74,41.0,9.58,2018-19
1830,Whitney High,Rocklin Unified,Placer,458.0,176.0,159.0,90.34,135.0,76.7,465.0,205.0,196.0,95.61,180.0,87.8,133.0,75.57,178.0,86.83,2018-19
1832,Woodside High,Sequoia Union High,San Mateo,441.0,151.0,122.0,80.79,90.0,59.6,459.0,195.0,175.0,89.74,149.0,76.41,88.0,58.28,147.0,75.38,2018-19
1833,El Camino High,South San Francisco Unified,San Mateo,315.0,150.0,125.0,83.33,104.0,69.33,299.0,69.0,64.0,92.75,51.0,73.91,100.0,66.67,51.0,73.91,2018-19
1834,Thousand Oaks High,Conejo Valley Unified,Ventura,528.0,169.0,160.0,94.67,128.0,75.74,448.0,187.0,179.0,95.72,157.0,83.96,127.0,75.15,154.0,82.35,2018-19
1836,Sunny Hills High,Fullerton Joint Union High,Orange,563.0,247.0,223.0,90.28,186.0,75.3,538.0,294.0,270.0,91.84,253.0,86.05,183.0,74.09,245.0,83.33,2018-19
1837,Los Amigos High,Garden Grove Unified,Orange,416.0,179.0,106.0,59.22,57.0,31.84,415.0,214.0,144.0,67.29,88.0,41.12,54.0,30.17,83.0,38.79,2018-19
1838,Rancho Alamitos High,Garden Grove Unified,Orange,424.0,173.0,126.0,72.83,82.0,47.4,437.0,227.0,171.0,75.33,123.0,54.19,77.0,44.51,115.0,50.66,2018-19
1841,Delta High,River Delta Joint Unified,Sacramento,50.0,20.0,10.0,50.0,3.0,15.0,60.0,41.0,29.0,70.73,15.0,36.59,3.0,15.0,15.0,36.59,2018-19
1844,Kearny College Connections,San Diego Unified,San Diego,100.0,38.0,26.0,68.42,16.0,42.11,90.0,56.0,42.0,75.0,24.0,42.86,12.0,31.58,20.0,35.71,2018-19
1847,Acalanes High,Acalanes Union High,Contra Costa,353.0,122.0,119.0,97.54,109.0,89.34,315.0,186.0,185.0,99.46,179.0,96.24,109.0,89.34,179.0,96.24,2018-19
1848,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,143.0,56.0,41.0,73.21,25.0,44.64,152.0,50.0,39.0,78.0,32.0,64.0,25.0,44.64,32.0,64.0,2018-19
1852,Etiwanda High,Chaffey Joint Union High,San Bernardino,851.0,399.0,323.0,80.95,216.0,54.14,876.0,376.0,323.0,85.9,243.0,64.63,205.0,51.38,230.0,61.17,2018-19
1855,Temple City High,Temple City Unified,Los Angeles,492.0,235.0,219.0,93.19,195.0,82.98,490.0,264.0,254.0,96.21,236.0,89.39,186.0,79.15,232.0,87.88,2018-19
1856,Edison High,Huntington Beach Union High,Orange,669.0,179.0,162.0,90.5,138.0,77.09,551.0,210.0,206.0,98.1,195.0,92.86,134.0,74.86,194.0,92.38,2018-19
1857,Shadow Hills High,Desert Sands Unified,Riverside,528.0,185.0,127.0,68.65,45.0,24.32,511.0,454.0,242.0,53.3,92.0,20.26,42.0,22.7,89.0,19.6,2018-19
1858,Shafter High,Kern High,Kern,372.0,85.0,44.0,51.76,28.0,32.94,428.0,44.0,33.0,75.0,23.0,52.27,26.0,30.59,20.0,45.45,2018-19
1859,El Monte High,El Monte Union High,Los Angeles,397.0,122.0,66.0,54.1,53.0,43.44,460.0,228.0,142.0,62.28,106.0,46.49,42.0,34.43,95.0,41.67,2018-19
1861,Pioneer High,Whittier Union High,Los Angeles,315.0,121.0,69.0,57.02,50.0,41.32,282.0,96.0,63.0,65.63,60.0,62.5,46.0,38.02,52.0,54.17,2018-19
1862,Carmel High,Carmel Unified,Monterey,207.0,59.0,55.0,93.22,46.0,77.97,225.0,91.0,91.0,100.0,88.0,96.7,46.0,77.97,88.0,96.7,2018-19
1866,Soledad High,Soledad Unified,Monterey,374.0,141.0,60.0,42.55,26.0,18.44,366.0,81.0,50.0,61.73,19.0,23.46,24.0,17.02,19.0,23.46,2018-19
1867,San Benito High,San Benito High,San Benito,744.0,205.0,154.0,75.12,103.0,50.24,719.0,171.0,143.0,83.63,108.0,63.16,97.0,47.32,103.0,60.23,2018-19
1868,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,97.0,53.0,48.0,90.57,30.0,56.6,89.0,41.0,34.0,82.93,22.0,53.66,29.0,54.72,22.0,53.66,2018-19
1870,Bonita Vista Senior High,Sweetwater Union High,San Diego,659.0,256.0,234.0,91.41,189.0,73.83,520.0,168.0,150.0,89.29,132.0,78.57,180.0,70.31,126.0,75.0,2018-19
1871,Eastlake High,Sweetwater Union High,San Diego,802.0,428.0,377.0,88.08,305.0,71.26,702.0,313.0,295.0,94.25,254.0,81.15,294.0,68.69,251.0,80.19,2018-19
1872,California High,San Ramon Valley Unified,Contra Costa,648.0,261.0,249.0,95.4,220.0,84.29,671.0,411.0,397.0,96.59,381.0,92.7,216.0,82.76,374.0,91.0,2018-19
1873,Sierra Vista High,Baldwin Park Unified,Los Angeles,429.0,148.0,93.0,62.84,62.0,41.89,466.0,100.0,75.0,75.0,66.0,66.0,51.0,34.46,62.0,62.0,2018-19
1875,John Muir High,Pasadena Unified,Los Angeles,236.0,117.0,59.0,50.43,22.0,18.8,192.0,35.0,16.0,45.71,10.0,28.57,20.0,17.09,9.0,25.71,2018-19
1876,Mariposa County High,Mariposa County Unified,Mariposa,134.0,36.0,33.0,91.67,27.0,75.0,119.0,39.0,35.0,89.74,35.0,89.74,26.0,72.22,34.0,87.18,2018-19
1880,San Diego Science and Technology,San Diego Unified,San Diego,157.0,58.0,35.0,60.34,19.0,32.76,212.0,55.0,39.0,70.91,23.0,41.82,18.0,31.03,22.0,40.0,2018-19
1884,Alliance Tennenbaum Family Technology High,Los Angeles Unified,Los Angeles,89.0,18.0,10.0,55.56,5.0,27.78,82.0,42.0,25.0,59.52,7.0,16.67,5.0,27.78,6.0,14.29,2018-19
1889,Buena Park High,Fullerton Joint Union High,Orange,479.0,195.0,126.0,64.62,74.0,37.95,425.0,143.0,102.0,71.33,76.0,53.15,69.0,35.38,71.0,49.65,2018-19
1890,La Habra High,Fullerton Joint Union High,Orange,539.0,172.0,133.0,77.33,95.0,55.23,552.0,187.0,168.0,89.84,140.0,74.87,87.0,50.58,136.0,72.73,2018-19
1895,Duarte High,Duarte Unified,Los Angeles,199.0,73.0,45.0,61.64,17.0,23.29,192.0,73.0,54.0,73.97,36.0,49.32,15.0,20.55,33.0,45.21,2018-19
1896,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,262.0,107.0,57.0,53.27,28.0,26.17,270.0,237.0,121.0,51.05,46.0,19.41,25.0,23.36,41.0,17.3,2018-19
1898,Casa Roble Fundamental High,San Juan Unified,Sacramento,255.0,56.0,45.0,80.36,29.0,51.79,295.0,87.0,77.0,88.51,67.0,77.01,28.0,50.0,65.0,74.71,2018-19
1899,Preuss School UCSD,San Diego Unified,San Diego,103.0,82.0,73.0,89.02,55.0,67.07,113.0,106.0,94.0,88.68,72.0,67.92,50.0,60.98,68.0,64.15,2018-19
1900,Clairemont High,San Diego Unified,San Diego,207.0,60.0,42.0,70.0,21.0,35.0,215.0,79.0,64.0,81.01,46.0,58.23,20.0,33.33,46.0,58.23,2018-19
1901,Mission Bay High,San Diego Unified,San Diego,226.0,100.0,71.0,71.0,42.0,42.0,278.0,113.0,100.0,88.5,78.0,69.03,40.0,40.0,77.0,68.14,2018-19
1902,Roosevelt High,Fresno Unified,Fresno,447.0,67.0,21.0,31.34,4.0,5.97,499.0,250.0,83.0,33.2,28.0,11.2,4.0,5.97,21.0,8.4,2018-19
1903,King City High,South Monterey County Joint Union High,Monterey,221.0,70.0,40.0,57.14,20.0,28.57,268.0,84.0,50.0,59.52,24.0,28.57,18.0,25.71,23.0,27.38,2018-19
1904,Nova Academy Early College High,Santa Ana Unified,Orange,98.0,45.0,24.0,53.33,8.0,17.78,109.0,55.0,39.0,70.91,20.0,36.36,6.0,13.33,19.0,34.55,2018-19
1906,Grant Union High,Twin Rivers Unified,Sacramento,394.0,328.0,103.0,31.4,46.0,14.02,447.0,77.0,50.0,64.94,27.0,35.06,42.0,12.8,22.0,28.57,2018-19
1907,San Dieguito HS Academy,San Dieguito Union High,San Diego,478.0,190.0,175.0,92.11,143.0,75.26,427.0,235.0,222.0,94.47,208.0,88.51,140.0,73.68,207.0,88.09,2018-19
1909,Atascadero High,Atascadero Unified,San Luis Obispo,278.0,44.0,39.0,88.64,29.0,65.91,321.0,81.0,75.0,92.59,58.0,71.6,29.0,65.91,57.0,70.37,2018-19
1913,Samueli Academy,Orange County Department of Education,Orange,119.0,66.0,42.0,63.64,31.0,46.97,122.0,59.0,48.0,81.36,41.0,69.49,28.0,42.42,38.0,64.41,2018-19
1918,Willow Glen High,San Jose Unified,Santa Clara,407.0,112.0,94.0,83.93,71.0,63.39,411.0,360.0,269.0,74.72,193.0,53.61,70.0,62.5,184.0,51.11,2018-19
1921,Animo Leadership High,Lennox,Los Angeles,153.0,89.0,50.0,56.18,17.0,19.1,154.0,145.0,78.0,53.79,33.0,22.76,15.0,16.85,31.0,21.38,2018-19
1922,"Ernest S. McBride, Sr. High",Long Beach Unified,Los Angeles,165.0,146.0,127.0,86.99,88.0,60.27,175.0,170.0,145.0,85.29,91.0,53.53,86.0,58.9,88.0,51.76,2018-19
1923,George Washington Preparatory High,Los Angeles Unified,Los Angeles,197.0,60.0,15.0,25.0,4.0,6.67,243.0,194.0,54.0,27.84,13.0,6.7,2.0,3.33,12.0,6.19,2018-19
1924,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,403.0,274.0,198.0,72.26,124.0,45.26,429.0,439.0,319.0,72.67,234.0,53.3,115.0,41.97,219.0,49.89,2018-19
1925,San Gabriel High,Alhambra Unified,Los Angeles,527.0,273.0,204.0,74.73,181.0,66.3,496.0,264.0,221.0,83.71,218.0,82.58,165.0,60.44,197.0,74.62,2018-19
1926,Coronado High,Coronado Unified,San Diego,291.0,151.0,143.0,94.7,115.0,76.16,292.0,167.0,163.0,97.6,154.0,92.22,113.0,74.83,153.0,91.62,2018-19
1928,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,167.0,104.0,81.0,77.88,33.0,31.73,200.0,37.0,30.0,81.08,23.0,62.16,32.0,30.77,22.0,59.46,2018-19
1929,Minarets Charter High,Chawanakee Unified,Madera,71.0,20.0,12.0,60.0,4.0,20.0,85.0,25.0,19.0,76.0,13.0,52.0,4.0,20.0,13.0,52.0,2018-19
1930,Granite Bay High,Roseville Joint Union High,Placer,513.0,247.0,230.0,93.12,209.0,84.62,494.0,292.0,286.0,97.95,270.0,92.47,206.0,83.4,268.0,91.78,2018-19
1931,Oakmont High,Roseville Joint Union High,Placer,482.0,157.0,141.0,89.81,123.0,78.34,471.0,186.0,170.0,91.4,153.0,82.26,120.0,76.43,150.0,80.65,2018-19
1932,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173.0,66.0,51.0,77.27,40.0,60.61,176.0,89.0,80.0,89.89,76.0,85.39,37.0,56.06,73.0,82.02,2018-19
1933,Florin High,Elk Grove Unified,Sacramento,322.0,124.0,62.0,50.0,39.0,31.45,342.0,114.0,66.0,57.89,55.0,48.25,29.0,23.39,48.0,42.11,2018-19
1935,Delano High,Delano Joint Union High,Kern,339.0,79.0,43.0,54.43,26.0,32.91,349.0,155.0,99.0,63.87,61.0,39.35,22.0,27.85,48.0,30.97,2018-19
1936,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,69.0,39.0,56.52,17.0,24.64,131.0,119.0,62.0,52.1,39.0,32.77,13.0,18.84,32.0,26.89,2018-19
1937,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,Los Angeles Unified,Los Angeles,141.0,31.0,6.0,19.35,2.0,6.45,200.0,147.0,25.0,17.01,2.0,1.36,2.0,6.45,2.0,1.36,2018-19
1938,Del Mar High,Campbell Union High,Santa Clara,290.0,87.0,59.0,67.82,32.0,36.78,298.0,97.0,86.0,88.66,63.0,64.95,30.0,34.48,61.0,62.89,2018-19
1940,Magnolia High,Anaheim Union High,Orange,419.0,124.0,74.0,59.68,48.0,38.71,367.0,56.0,41.0,73.21,23.0,41.07,43.0,34.68,23.0,41.07,2018-19
1942,Lincoln High,Western Placer Unified,Placer,414.0,127.0,104.0,81.89,69.0,54.33,491.0,133.0,120.0,90.23,98.0,73.68,66.0,51.97,96.0,72.18,2018-19
1943,Western Sierra Collegiate Academy,Rocklin Unified,Placer,119.0,45.0,41.0,91.11,31.0,68.89,138.0,93.0,91.0,97.85,84.0,90.32,30.0,66.67,84.0,90.32,2018-19
1945,Carlmont High,Sequoia Union High,San Mateo,522.0,234.0,217.0,92.74,199.0,85.04,535.0,342.0,336.0,98.25,326.0,95.32,191.0,81.62,323.0,94.44,2018-19
1948,Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,65.0,35.0,53.85,10.0,15.38,153.0,144.0,60.0,41.67,20.0,13.89,10.0,15.38,17.0,11.81,2018-19
1950,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,51.0,48.0,94.12,38.0,74.51,111.0,84.0,81.0,96.43,77.0,91.67,37.0,72.55,75.0,89.29,2018-19
1954,B. Roberto Cruz Leadership Academy,East Side Union High,Santa Clara,59.0,20.0,4.0,20.0,1.0,5.0,80.0,37.0,10.0,27.03,6.0,16.22,1.0,5.0,3.0,8.11,2018-19
